id,tag,level,question_kr,question_en
470,해외출장,6,해외출장를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Describe a memorable or unusual experience related to business trips abroad.
471,수영,5,수영를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing swimming regularly?
472,낚시,4,낚시를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start fishing and why?
473,자원봉사,5,자원봉사를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing volunteering regularly?
474,콘서트 보기,4,콘서트 보기는 평소에 어떤 방식으로 즐기시나요?,When did you first start attending concerts and why?
475,애완동물 키우기,4,애완동물 키우기를 즐기기에 가장 좋은 장소는 어디인가요?,How often do you engage in raising pets and where do you usually go?
476,배드민턴,5,배드민턴를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing badminton, and how did you overcome them?"
477,해외 여행,5,해외 여행와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in international travel changed over time?
478,혼자 노래 부르거나 합창,6,혼자 노래 부르거나 합창를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,How would you introduce singing alone or in choir to someone from another country?
479,박물관 가기,6,박물관 가기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,What social or cultural significance does visiting museums have in your country?
480,악기 연주하기,6,"악기 연주하기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce playing musical instruments to someone from another country?
481,자전거,5,자전거를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How has your interest in biking changed over time?
482,악기 연주하기,5,악기 연주하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,What impact does playing musical instruments have on your daily life or mood?
483,술집/바에 가기,4,술집/바에 가기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy going to pubs or bars.
484,카페/커피전문점 가기,4,카페/커피전문점 가기를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about visiting cafes?
485,요가,4,요가를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in yoga and where do you usually go?
486,글쓰기,5,글쓰기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,Have you ever recommended writing to someone? What was their reaction?
487,요리 관련 프로그램 시청,5,요리 관련 프로그램 시청를 꾸준히 하기 위해 어떤 노력을 하시나요?,How has your interest in watching cooking shows changed over time?
488,당구 치기,5,당구 치기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,"What challenges have you faced while doing playing billiards, and how did you overcome them?"
489,탁구,6,"탁구를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does table tennis have in your country?
490,해외출장,5,해외출장를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing business trips abroad regularly?
491,구직활동하기,6,구직활동하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,How would you introduce job hunting to someone from another country?
492,사진 촬영하기,4,사진 촬영하기는 평소에 어떤 방식으로 즐기시나요?,When did you first start taking photos and why?
493,춤추기,5,춤추기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How has your interest in dancing changed over time?
494,운동 수업 수강하기,5,운동 수업 수강하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended taking fitness classes to someone? What was their reaction?
495,주거 개선,5,주거 개선를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,What impact does improving living space have on your daily life or mood?
496,차 드라이브 하기,6,차 드라이브 하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Describe a memorable or unusual experience related to driving.
497,걷기,4,걷기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,How often do you engage in walking and where do you usually go?
498,미식축구,5,미식축구를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in American football changed over time?
499,주식 투자,6,주식 투자를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,"If you couldn’t enjoy stock investing anymore, what would you replace it with and why?"
500,"하이킹, 트레킹",5,"하이킹, 트레킹를 할 때 가장 성취감을 느끼는 순간은 언제인가요?",How do you balance your schedule to continue doing hiking/trekking regularly?
501,당구 치기,5,당구 치기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended playing billiards to someone? What was their reaction?
502,국내출장,5,국내출장와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,Have you ever recommended business trips in Korea to someone? What was their reaction?
503,수영,5,수영를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in swimming changed over time?
504,아이에게 책 읽어주기,6,아이에게 책 읽어주기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,How would you introduce reading to children to someone from another country?
505,음악 감상하기,5,음악 감상하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing listening to music regularly?
506,음악 감상하기,6,음악 감상하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare listening to music with another hobby you enjoy. What are the key differences?
507,여행 관련 잡지나 블로그 읽기,6,여행 관련 잡지나 블로그 읽기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce reading travel blogs or magazines to someone from another country?
508,쇼핑하기,4,쇼핑하기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy shopping.
509,SNS에 글 올리기,4,SNS에 글 올리기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start posting on social media and why?
510,축구,6,"축구를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce soccer to someone from another country?
511,신문 읽기,5,신문 읽기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,What impact does reading newspapers have on your daily life or mood?
512,술집/바에 가기,5,술집/바에 가기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How do you balance your schedule to continue doing going to pubs or bars regularly?
513,박물관 가기,6,박물관 가기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to visiting museums.
514,걷기,6,걷기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce walking to someone from another country?
515,음악 감상하기,6,음악 감상하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy listening to music anymore, what would you replace it with and why?"
516,탁구,4,탁구를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do table tennis alone or with others? Why?
517,아이에게 책 읽어주기,6,아이에게 책 읽어주기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,What social or cultural significance does reading to children have in your country?
518,아이스 스케이트,6,아이스 스케이트를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,What social or cultural significance does ice skating have in your country?
519,공원 가기,6,공원 가기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Compare going to parks with another hobby you enjoy. What are the key differences?
